Timeslice,Start_NS,End_NS,Metric,Unit,Stat,Value
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,min,3615.00
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,max,3615.00
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,sum,3615.00
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,p1,3615.00
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,p5,3615.00
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,p10,3615.00
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,p25,3615.00
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,p50,3615.00
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,p75,3615.00
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,p90,3615.00
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,p95,3615.00
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,p99,3615.00
59,1783588913633024512,1783588914633024512,Usage Completion Tokens,tokens,std,0.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,avg,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,min,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,max,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,sum,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,p1,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,p5,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,p10,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,p25,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,p50,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,p75,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,p90,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,p95,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,p99,113899.00
59,1783588913633024512,1783588914633024512,Usage Prompt Tokens,tokens,std,0.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,avg,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,min,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,max,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,sum,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,p1,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,p5,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,p10,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,p25,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,p50,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,p75,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,p90,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,p95,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,p99,117514.00
59,1783588913633024512,1783588914633024512,Usage Total Tokens,tokens,std,0.00
60,1783588965633024512,1783588966633024512,Active Decode Throughput,tokens/sec,avg,50.25
60,1783588965633024512,1783588966633024512,Active Decode Throughput,tokens/sec,min,0.00
60,1783588965633024512,1783588966633024512,Active Decode Throughput,tokens/sec,max,74.65
60,1783588965633024512,1783588966633024512,Active Decode Throughput,tokens/sec,p50,47.73
60,1783588965633024512,1783588966633024512,Active Decode Throughput,tokens/sec,p90,47.73
60,1783588965633024512,1783588966633024512,Active Decode Throughput,tokens/sec,p95,74.65
60,1783588965633024512,1783588966633024512,Active Decode Throughput,tokens/sec,p99,74.65
60,1783588965633024512,1783588966633024512,Active Decode Throughput,tokens/sec,std,7.84
60,1783588965633024512,1783588966633024512,Active Decode Throughput Per User,tokens/sec/user,avg,50.25
60,1783588965633024512,1783588966633024512,Active Decode Throughput Per User,tokens/sec/user,min,0.00
60,1783588965633024512,1783588966633024512,Active Decode Throughput Per User,tokens/sec/user,max,74.65
60,1783588965633024512,1783588966633024512,Active Decode Throughput Per User,tokens/sec/user,p50,47.73
60,1783588965633024512,1783588966633024512,Active Decode Throughput Per User,tokens/sec/user,p90,47.73
60,1783588965633024512,1783588966633024512,Active Decode Throughput Per User,tokens/sec/user,p95,74.65
60,1783588965633024512,1783588966633024512,Active Decode Throughput Per User,tokens/sec/user,p99,74.65
60,1783588965633024512,1783588966633024512,Active Decode Throughput Per User,tokens/sec/user,std,7.84
60,1783588965633024512,1783588966633024512,Active Prefill Throughput,tokens/sec,avg,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput,tokens/sec,min,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput,tokens/sec,max,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput,tokens/sec,p50,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput,tokens/sec,p90,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput,tokens/sec,p95,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput,tokens/sec,p99,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput,tokens/sec,std,0.00
60,1783588965633024512,1783588966633024512,Active Prefill Throughput Per User,tokens/sec/user,avg,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput Per User,tokens/sec/user,min,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput Per User,tokens/sec/user,max,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput Per User,tokens/sec/user,p50,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput Per User,tokens/sec/user,p90,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput Per User,tokens/sec/user,p95,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput Per User,tokens/sec/user,p99,23081.89
60,1783588965633024512,1783588966633024512,Active Prefill Throughput Per User,tokens/sec/user,std,0.00
60,1783588965633024512,1783588966633024512,Active Total Throughput,tokens/sec,avg,22540.59
60,1783588965633024512,1783588966633024512,Active Total Throughput,tokens/sec,min,74.29
60,1783588965633024512,1783588966633024512,Active Total Throughput,tokens/sec,max,23081.89
60,1783588965633024512,1783588966633024512,Active Total Throughput,tokens/sec,p50,23081.89
60,1783588965633024512,1783588966633024512,Active Total Throughput,tokens/sec,p90,23081.89
60,1783588965633024512,1783588966633024512,Active Total Throughput,tokens/sec,p95,23081.89
60,1783588965633024512,1783588966633024512,Active Total Throughput,tokens/sec,p99,23081.89
60,1783588965633024512,1783588966633024512,Active Total Throughput,tokens/sec,std,3487.25
60,1783588965633024512,1783588966633024512,Benchmark Duration,sec,avg,67.56
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,avg,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,min,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,max,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,sum,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,p1,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,p5,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,p10,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,p25,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,p50,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,p75,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,p90,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,p95,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,p99,56.78
60,1783588965633024512,1783588966633024512,E2E Output Token Throughput,tokens/sec/user,std,0.00
60,1783588965633024512,1783588966633024512,Effective Concurrency,requests,avg,0.98
60,1783588965633024512,1783588966633024512,Effective Concurrency,requests,min,0.00
60,1783588965633024512,1783588966633024512,Effective Concurrency,requests,max,1.00
60,1783588965633024512,1783588966633024512,Effective Concurrency,requests,p50,1.00
60,1783588965633024512,1783588966633024512,Effective Concurrency,requests,p90,1.00
60,1783588965633024512,1783588966633024512,Effective Concurrency,requests,p95,1.00
60,1783588965633024512,1783588966633024512,Effective Concurrency,requests,p99,1.00
60,1783588965633024512,1783588966633024512,Effective Concurrency,requests,std,0.13
60,1783588965633024512,1783588966633024512,Effective Decode Concurrency,requests,avg,0.02
60,1783588965633024512,1783588966633024512,Effective Decode Concurrency,requests,min,0.00
60,1783588965633024512,1783588966633024512,Effective Decode Concurrency,requests,max,1.00
60,1783588965633024512,1783588966633024512,Effective Decode Concurrency,requests,p50,0.00
60,1783588965633024512,1783588966633024512,Effective Decode Concurrency,requests,p90,0.00
60,1783588965633024512,1783588966633024512,Effective Decode Concurrency,requests,p95,0.00
60,1783588965633024512,1783588966633024512,Effective Decode Concurrency,requests,p99,1.00
60,1783588965633024512,1783588966633024512,Effective Decode Concurrency,requests,std,0.15
60,1783588965633024512,1783588966633024512,Effective Decode Throughput,tokens/sec,avg,1.16
60,1783588965633024512,1783588966633024512,Effective Decode Throughput,tokens/sec,min,0.00
60,1783588965633024512,1783588966633024512,Effective Decode Throughput,tokens/sec,max,74.65
60,1783588965633024512,1783588966633024512,Effective Decode Throughput,tokens/sec,p50,0.00
60,1783588965633024512,1783588966633024512,Effective Decode Throughput,tokens/sec,p90,0.00
60,1783588965633024512,1783588966633024512,Effective Decode Throughput,tokens/sec,p95,0.00
60,1783588965633024512,1783588966633024512,Effective Decode Throughput,tokens/sec,p99,47.73
60,1783588965633024512,1783588966633024512,Effective Decode Throughput,tokens/sec,std,7.64
60,1783588965633024512,1783588966633024512,Effective Decode Throughput Per User,tokens/sec/user,avg,1.16
60,1783588965633024512,1783588966633024512,Effective Decode Throughput Per User,tokens/sec/user,min,0.00
60,1783588965633024512,1783588966633024512,Effective Decode Throughput Per User,tokens/sec/user,max,74.65
60,1783588965633024512,1783588966633024512,Effective Decode Throughput Per User,tokens/sec/user,p50,0.00
60,1783588965633024512,1783588966633024512,Effective Decode Throughput Per User,tokens/sec/user,p90,0.00
60,1783588965633024512,1783588966633024512,Effective Decode Throughput Per User,tokens/sec/user,p95,0.00
60,1783588965633024512,1783588966633024512,Effective Decode Throughput Per User,tokens/sec/user,p99,47.73
60,1783588965633024512,1783588966633024512,Effective Decode Throughput Per User,tokens/sec/user,std,7.64
60,1783588965633024512,1783588966633024512,Effective Prefill Concurrency,requests,avg,0.96
60,1783588965633024512,1783588966633024512,Effective Prefill Concurrency,requests,min,0.00
60,1783588965633024512,1783588966633024512,Effective Prefill Concurrency,requests,max,1.00
60,1783588965633024512,1783588966633024512,Effective Prefill Concurrency,requests,p50,1.00
60,1783588965633024512,1783588966633024512,Effective Prefill Concurrency,requests,p90,1.00
60,1783588965633024512,1783588966633024512,Effective Prefill Concurrency,requests,p95,1.00
60,1783588965633024512,1783588966633024512,Effective Prefill Concurrency,requests,p99,1.00
60,1783588965633024512,1783588966633024512,Effective Prefill Concurrency,requests,std,0.20
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput,tokens/sec,avg,22145.83
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput,tokens/sec,min,0.00
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput,tokens/sec,max,23081.89
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput,tokens/sec,p50,23081.89
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput,tokens/sec,p90,23081.89
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput,tokens/sec,p95,23081.89
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput,tokens/sec,p99,23081.89
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput,tokens/sec,std,4552.99
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput Per User,tokens/sec/user,avg,22145.83
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput Per User,tokens/sec/user,min,0.00
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput Per User,tokens/sec/user,max,23081.89
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput Per User,tokens/sec/user,p50,23081.89
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput Per User,tokens/sec/user,p90,23081.89
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput Per User,tokens/sec/user,p95,23081.89
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput Per User,tokens/sec/user,p99,23081.89
60,1783588965633024512,1783588966633024512,Effective Prefill Throughput Per User,tokens/sec/user,std,4552.99
60,1783588965633024512,1783588966633024512,Effective Total Throughput,tokens/sec,avg,22147.55
60,1783588965633024512,1783588966633024512,Effective Total Throughput,tokens/sec,min,0.00
60,1783588965633024512,1783588966633024512,Effective Total Throughput,tokens/sec,max,23081.89
60,1783588965633024512,1783588966633024512,Effective Total Throughput,tokens/sec,p50,23081.89
60,1783588965633024512,1783588966633024512,Effective Total Throughput,tokens/sec,p90,23081.89
60,1783588965633024512,1783588966633024512,Effective Total Throughput,tokens/sec,p95,23081.89
60,1783588965633024512,1783588966633024512,Effective Total Throughput,tokens/sec,p99,23081.89
60,1783588965633024512,1783588966633024512,Effective Total Throughput,tokens/sec,std,4544.65
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,avg,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,min,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,max,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,sum,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,p1,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,p5,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,p10,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,p25,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,p50,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,p75,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,p90,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,p95,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,p99,0.00
60,1783588965633024512,1783588966633024512,HTTP Blocked,ms,std,0.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,avg,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,min,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,max,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,sum,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,p1,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,p5,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,p10,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,p25,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,p50,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,p75,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,p90,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,p95,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,p99,3836.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Received,count,std,0.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,avg,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,min,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,max,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,sum,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,p1,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,p5,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,p10,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,p25,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,p50,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,p75,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,p90,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,p95,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,p99,1.00
60,1783588965633024512,1783588966633024512,HTTP Chunks Sent,count,std,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,avg,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,min,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,max,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,sum,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,p1,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,p5,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,p10,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,p25,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,p50,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,p75,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,p90,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,p95,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,p99,0.00
60,1783588965633024512,1783588966633024512,HTTP Connecting,ms,std,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,avg,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,min,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,max,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,sum,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,p1,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,p5,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,p10,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,p25,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,p50,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,p75,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,p90,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,p95,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,p99,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Overhead,ms,std,0.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,avg,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,min,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,max,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,sum,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,p1,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,p5,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,p10,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,p25,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,p50,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,p75,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,p90,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,p95,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,p99,1.00
60,1783588965633024512,1783588966633024512,HTTP Connection Reused,ratio,std,0.00
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,avg,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,min,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,max,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,sum,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,p1,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,p5,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,p10,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,p25,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,p50,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,p75,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,p90,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,p95,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,p99,961.14
60,1783588965633024512,1783588966633024512,HTTP Data Received,KB,std,0.00
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,avg,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,min,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,max,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,sum,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,p1,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,p5,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,p10,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,p25,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,p50,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,p75,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,p90,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,p95,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,p99,859.18
60,1783588965633024512,1783588966633024512,HTTP Data Sent,KB,std,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,avg,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,min,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,max,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,sum,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,p1,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,p5,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,p10,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,p25,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,p50,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,p75,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,p90,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,p95,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,p99,0.00
60,1783588965633024512,1783588966633024512,HTTP DNS Lookup,ms,std,0.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,avg,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,min,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,max,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,sum,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,p1,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,p5,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,p10,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,p25,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,p50,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,p75,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,p90,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,p95,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,p99,67561.00
60,1783588965633024512,1783588966633024512,HTTP Duration (excl. conn),ms,std,0.00
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,avg,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,min,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,max,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,sum,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,p1,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,p5,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,p10,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,p25,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,p50,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,p75,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,p90,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,p95,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,p99,58142.23
60,1783588965633024512,1783588966633024512,HTTP Receiving,ms,std,0.00
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,avg,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,min,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,max,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,sum,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,p1,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,p5,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,p10,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,p25,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,p50,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,p75,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,p90,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,p95,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,p99,0.26
60,1783588965633024512,1783588966633024512,HTTP Sending,ms,std,0.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,avg,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,min,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,max,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,sum,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,p1,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,p5,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,p10,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,p25,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,p50,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,p75,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,p90,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,p95,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,p99,67561.00
60,1783588965633024512,1783588966633024512,HTTP Total Time,ms,std,0.00
60,1783588965633024512,1783588966633024512,HTTP Waiting (TTFB),ms,avg,9418.52
60,1783588965633024512,1783588966633024512,HTTP Waiting (TTFB),ms,min,9418.52
